Nombre,Localización,País,Latitud,Longitud,Altura,time_to_eruption_dt
,,,,,,19024095.73988652
,,,,,,19020979.406438027
,,,,,,45511373.38820837
,,,,,,26706676.43279408
,,,,,,15225033.792133288
,,,,,,918813.1127891605
,,,,,,39595714.2872912
,,,,,,32802744.900327917
,,,,,,6646617.58789255
,,,,,,7776995.401115387
,,,,,,26139363.420729622
,,,,,,20381018.732122105
,,,,,,38376715.33157494
,,,,,,32074627.993443843
,,,,,,47450885.46220183
,,,,,,23442963.812044557
,,,,,,11501054.330728551
,,,,,,45735556.69431464
,,,,,,16892880.264372036
,,,,,,29383542.4952656
,,,,,,17847964.2184679
,,,,,,657349.6133689188
,,,,,,27360280.975455664
,,,,,,25980761.307162944
,,,,,,17774159.98523378
,,,,,,17465016.280469365
,,,,,,23743417.23040849
,,,,,,18171457.45843575
,,,,,,18291456.273140784
,,,,,,20381457.024027884
,,,,,,37613000.53306699
,,,,,,31613512.007713035
,,,,,,43873128.67668776
,,,,,,9886594.385684367
,,,,,,13005537.764369806
,,,,,,21014913.685298886
,,,,,,8441219.819486203
,,,,,,34335980.00638466
,,,,,,20361754.050094903
,,,,,,17471048.803212736
,,,,,,10729945.296128932
,,,,,,18820138.511421297
,,,,,,28388617.409464367
,,,,,,1737481.9616899514
,,,,,,16695413.067135353
,,,,,,9299017.389309786
,,,,,,34579348.49606977
,,,,,,19434048.40712069
,,,,,,8565060.606797414
,,,,,,9162693.313682426
,,,,,,2067385.6921320856
,,,,,,12283809.046971433
,,,,,,30681729.40371517
,,,,,,33927209.604434095
,,,,,,9682024.952027932
,,,,,,17679930.32696055
,,,,,,42189683.34169711
,,,,,,33503727.743218143
,,,,,,48048767.95717398
,,,,,,31356941.34559348
,,,,,,3508406.418214297
,,,,,,6905726.158658882
,,,,,,1518373.771327818
,,,,,,15815963.413467458
,,,,,,27154743.83512051
,,,,,,4568460.568899213
,,,,,,19706715.959415138
,,,,,,1428589.1920090402
,,,,,,10024485.832803063
,,,,,,29169616.15503442
,,,,,,1423239.844726173
,,,,,,47993589.70929843
,,,,,,29054605.708754644
,,,,,,8028933.632186087
,,,,,,44441245.31817686
,,,,,,18965547.11352406
,,,,,,19372987.340713084
,,,,,,44597522.29385517
,,,,,,31029600.454096828
,,,,,,45306559.55577571
,,,,,,13940598.21188597
,,,,,,13237928.04758859
,,,,,,25486576.841789693
,,,,,,16798547.601907123
,,,,,,652559.9434908608
,,,,,,29228956.052724037
,,,,,,2294759.61493316
,,,,,,21202850.659155905
,,,,,,34722488.43742407
,,,,,,39641773.96759304
,,,,,,12618556.706072375
,,,,,,34081609.7666924
,,,,,,32266156.307054307
,,,,,,32812890.13440092
,,,,,,140341.65178784594
,,,,,,1174860.4880018502
,,,,,,6373591.318310561
,,,,,,5644553.871219202
,,,,,,39034037.38193791
,,,,,,21972509.699099906
,,,,,,26963396.297539417
,,,,,,4105013.763055139
,,,,,,19255567.74117625
,,,,,,21121232.1832538
,,,,,,1866229.5745724696
,,,,,,9650253.579884864
,,,,,,6883193.00294278
,,,,,,26348079.98093483
,,,,,,2627813.4058478437
,,,,,,32073975.65647164
,,,,,,22708012.338374585
,,,,,,33904295.652288616
,,,,,,35278103.07000222
,,,,,,10219536.772703938
,,,,,,23148110.549454987
,,,,,,16907965.37055348
,,,,,,5330138.083098575
,,,,,,5389887.050272682
,,,,,,23755717.10692131
,,,,,,7774593.508792462
,,,,,,21311846.153384607
,,,,,,20827152.626500636
,,,,,,38040688.10821946
,,,,,,22472396.39998414
,,,,,,18041969.359415803
,,,,,,14690480.28182409
,,,,,,8169459.836033727
,,,,,,10628524.216587411
,,,,,,20359613.250951294
,,,,,,21017760.5030633
,,,,,,10393968.67974066
,,,,,,31152567.48631667
,,,,,,10182749.626112033
,,,,,,38233209.32643441
,,,,,,1218542.6052769693
,,,,,,35719550.68483382
,,,,,,33888585.15783865
,,,,,,11773181.703590875
,,,,,,36791346.57353033
,,,,,,3786555.1372429742
,,,,,,3709472.545449516
,,,,,,24831838.5826774
,,,,,,24339408.452726077
,,,,,,5676517.088004518
,,,,,,22172856.749594647
,,,,,,12450067.166442975
,,,,,,34171843.295402035
,,,,,,15577815.670056686
,,,,,,6564828.877718336
,,,,,,42349620.01837609
,,,,,,1418512.7786261777
,,,,,,34861137.38377155
,,,,,,24506440.37787553
,,,,,,24582069.010430217
,,,,,,26902741.475563657
,,,,,,28458336.179807182
,,,,,,14376333.010177338
,,,,,,28265916.968655467
,,,,,,26786484.7644307
,,,,,,37876708.17634948
,,,,,,29007619.38849591
,,,,,,28670203.451404024
,,,,,,5211303.302172757
,,,,,,11288576.988446752
,,,,,,28441855.34369215
,,,,,,6425087.550882992
,,,,,,42073701.3993446
,,,,,,11510605.179734703
,,,,,,30907974.83299432
,,,,,,14010874.169645509
,,,,,,32973580.720115416
,,,,,,26072415.06771941
,,,,,,17127667.71568954
,,,,,,40891514.4062018
,,,,,,6242643.927102904
,,,,,,24670200.66316447
,,,,,,43215884.21317772
,,,,,,26083413.609097563
,,,,,,16966872.99795122
,,,,,,35473429.704102844
,,,,,,35730549.88481354
,,,,,,17683404.61850034
,,,,,,420988.8849855856
,,,,,,24877235.99342635
,,,,,,811922.7636844578
,,,,,,8219013.2020955
,,,,,,20806784.31531792
,,,,,,28660918.837990794
,,,,,,32641361.317125738
,,,,,,9548347.198503667
,,,,,,32729642.233406316
,,,,,,7597997.297073604
,,,,,,41104288.695938215
,,,,,,36363837.00238144
,,,,,,34301929.975244395
,,,,,,20242355.75416064
,,,,,,1383629.505842502
,,,,,,44401799.568950966
,,,,,,6052484.632950738
,,,,,,34596421.489774
,,,,,,7559097.96386027
,,,,,,1106607.5165682838
,,,,,,3675810.110431388
,,,,,,41035889.76342064
,,,,,,31678132.40732765
,,,,,,10918679.687656896
,,,,,,15274921.925482176
,,,,,,3846780.849979785
,,,,,,32228735.952166133
,,,,,,6353326.618021293
,,,,,,14176793.609998783
,,,,,,31263120.850479662
,,,,,,8265037.775871233
,,,,,,20538280.58982747
,,,,,,28029029.002108604
,,,,,,29496642.74078176
,,,,,,33745514.88420588
,,,,,,43518166.64253669
,,,,,,31545154.58495512
,,,,,,38569530.82799097
,,,,,,32300646.80308108
,,,,,,22956527.01820612
,,,,,,21415261.714554064
,,,,,,18301994.99826068
,,,,,,28528915.59747061
,,,,,,7169154.506102175
,,,,,,16448443.311771937
,,,,,,23617153.328798007
,,,,,,9625545.181075145
,,,,,,33647397.36877286
,,,,,,40116917.16860421
,,,,,,13144724.541343318
,,,,,,22796465.501349363
,,,,,,27194917.96895264
,,,,,,32412527.040609263
,,,,,,27426599.03939335
,,,,,,35720838.69086685
,,,,,,12829023.804383509
,,,,,,42932958.86827487
,,,,,,29988703.800465327
,,,,,,17730789.23001645
,,,,,,19074028.67135592
,,,,,,41303110.75877424
,,,,,,33711965.17821475
,,,,,,38050368.9700644
,,,,,,12444699.459216388
,,,,,,22999198.28897666
,,,,,,31611866.909970675
,,,,,,16694841.853628678
,,,,,,24023499.361060847
,,,,,,12877852.92295066
,,,,,,39287037.352367885
,,,,,,20568304.598819967
,,,,,,35728762.50212049
,,,,,,20115045.968871813
,,,,,,17510049.258210305
,,,,,,40897658.71454296
,,,,,,23738543.344949268
,,,,,,19013833.36401135
,,,,,,32539264.768733256
,,,,,,45077252.97224673
,,,,,,32518130.01024386
,,,,,,1177038.876763146
,,,,,,14605291.603200745
,,,,,,28336831.502592117
,,,,,,24994835.130716823
,,,,,,41094658.47167853
,,,,,,46925418.33172022
,,,,,,35815704.16293326
,,,,,,28606333.98062867
,,,,,,43471453.55038721
,,,,,,17753509.925807204
,,,,,,3030856.554827747
,,,,,,22706350.8463808
,,,,,,17914900.50611543
,,,,,,7176123.8074813625
,,,,,,34974910.94996116
,,,,,,37575178.575674914
,,,,,,6702603.958771505
,,,,,,37546207.28786535
,,,,,,16011765.825236017
,,,,,,27863502.79011982
,,,,,,18355869.849452145
,,,,,,41239119.75664135
,,,,,,15868455.16824683
,,,,,,1190006.011602685
,,,,,,37444330.89311911
,,,,,,19332434.64757273
,,,,,,37197466.20591912
,,,,,,36100910.35300639
,,,,,,23961863.799610443
,,,,,,29756403.099058155
,,,,,,6043513.181332394
,,,,,,13088631.24736178
,,,,,,37420612.81379585
,,,,,,12186820.747656612
,,,,,,1206972.6260581762
,,,,,,19853832.09903022
,,,,,,45604999.02609328
,,,,,,6086647.408657926
,,,,,,37658809.09623693
,,,,,,17126216.771683667
,,,,,,2826601.868799468
,,,,,,16583770.396681309
,,,,,,19206008.656747315
,,,,,,24249173.61810152
,,,,,,9832225.616397548
,,,,,,10507811.554412114
,,,,,,19514146.791611653
,,,,,,45537086.52989759
,,,,,,7945688.347124436
,,,,,,32585934.84210743
,,,,,,3258332.764563654
,,,,,,3500173.88301376
,,,,,,29791182.349465724
,,,,,,31590646.675150502
,,,,,,21555474.07803281
,,,,,,27335538.784940977
,,,,,,29701592.264555268
,,,,,,19907458.234957647
,,,,,,13928860.4649256
,,,,,,34158346.31518028
,,,,,,44042566.797362536
,,,,,,23486220.422224827
,,,,,,23301586.340784226
,,,,,,21652462.53925334
,,,,,,11441766.0110651
,,,,,,35156825.88421965
,,,,,,8192068.579364058
,,,,,,20191992.21397851
,,,,,,13949787.939712346
,,,,,,33571850.881863765
,,,,,,18146480.55964541
,,,,,,305748.458136942
,,,,,,19952339.247601785
,,,,,,3501977.1450776462
,,,,,,26558209.611714195
,,,,,,44511450.23754677
,,,,,,34720252.78409329
,,,,,,43222872.854761474
,,,,,,40273728.56887722
,,,,,,39468421.77771425
,,,,,,4095793.885533205
,,,,,,8357943.26419617
,,,,,,22351987.550573543
,,,,,,27036247.426549356
,,,,,,27478992.57497477
,,,,,,3872553.5593922064
,,,,,,36126384.095685884
,,,,,,41618711.94750162
,,,,,,1652729.151194214
,,,,,,12507434.304291988
,,,,,,37878743.36946149
,,,,,,30134061.1677624
,,,,,,35360731.80744446
,,,,,,40982437.14751774
,,,,,,11424281.516836634
,,,,,,34435276.36866275
,,,,,,2573512.0972646778
,,,,,,17244686.19911941
,,,,,,34275491.90237555
,,,,,,15230495.255397292
,,,,,,34948901.68605431
,,,,,,43813357.27141015
,,,,,,37474083.66030665
,,,,,,31830412.77558177
,,,,,,10075599.48513813
,,,,,,43651119.84346924
,,,,,,131680.94977585514
,,,,,,26977771.92198869
,,,,,,4040547.879130781
,,,,,,18938269.874301214
,,,,,,38011743.63834141
,,,,,,30962870.521492068
,,,,,,14629964.07245726
,,,,,,42707923.6360336
,,,,,,30583698.014166337
,,,,,,38448525.56617904
,,,,,,46397837.93124225
,,,,,,22173581.10428145
,,,,,,29785774.56867452
,,,,,,32893776.528674707
,,,,,,11866259.362039335
,,,,,,2344446.4582130574
,,,,,,5556961.883495923
,,,,,,2402093.999052291
,,,,,,13120303.023012592
,,,,,,15274296.42016061
,,,,,,30218428.198741723
,,,,,,7202402.969260875
,,,,,,9138867.00904229
,,,,,,26085726.75336563
,,,,,,31943913.54533719
,,,,,,8873351.610826133
,,,,,,40989037.40609447
,,,,,,13658159.91956068
,,,,,,43293710.18259134
,,,,,,29125125.836142987
,,,,,,35310029.37133538
,,,,,,14568067.452485362
,,,,,,4745606.901313527
,,,,,,35857491.49506513
,,,,,,19373257.00539909
,,,,,,17936345.511839908
,,,,,,19947211.463451084
,,,,,,39566213.41296653
,,,,,,15276177.583481943
,,,,,,33277051.58510752
,,,,,,15908302.558215285
,,,,,,43417199.32879069
,,,,,,22822409.477107994
,,,,,,3998662.62594587
,,,,,,1717389.1135127558
,,,,,,38304927.08826687
,,,,,,36366347.629576944
,,,,,,43367336.63768226
,,,,,,41353279.56720428
,,,,,,40106271.17167204
,,,,,,45674446.08908073
,,,,,,33107524.70524406
,,,,,,38516949.91599682
,,,,,,41522967.86592651
,,,,,,32009536.831570774
,,,,,,41764500.217055954
,,,,,,24718902.01682801
,,,,,,14055098.461709715
,,,,,,46365624.45795333
,,,,,,42253147.866789855
,,,,,,31153242.171848837
,,,,,,44567726.28582014
,,,,,,44509105.97332055
,,,,,,25132884.28468507
,,,,,,24887984.10036935
,,,,,,40689346.83815561
,,,,,,5134269.084359659
,,,,,,10359634.12879188
,,,,,,34763442.14178545
,,,,,,29874461.68403625
,,,,,,522799.1663891306
,,,,,,36477206.06431949
,,,,,,41548972.34053133
,,,,,,42446595.74157129
,,,,,,12920783.678609109
,,,,,,35892034.39431214
,,,,,,40065027.25979881
,,,,,,28014243.30396476
,,,,,,6069526.810407775
,,,,,,8358264.152611077
,,,,,,25874590.293782026
,,,,,,29221252.34039572
,,,,,,2635240.704731381
,,,,,,2861363.6533340896
,,,,,,34771673.6192763
,,,,,,10626227.309420953
,,,,,,14099141.360439377
,,,,,,46104053.27486344
,,,,,,13417749.560919307
,,,,,,9990648.766695416
,,,,,,17474995.35078967
,,,,,,17105876.031936355
,,,,,,43203296.92818212
,,,,,,26758081.79952046
,,,,,,37123562.65925864
,,,,,,14232929.924504876
,,,,,,35914713.79097681
,,,,,,36158171.97931617
,,,,,,5249323.700888547
,,,,,,1666735.4649527178
,,,,,,8872393.458224569
,,,,,,35011569.58895573
,,,,,,16393852.777919434
,,,,,,27858227.00492185
,,,,,,11936530.906582654
,,,,,,26199811.93816659
,,,,,,17360961.559373304
,,,,,,43641160.72385448
,,,,,,26532826.577138998
,,,,,,9549821.857409934
,,,,,,8933049.506964
,,,,,,16417098.181006417
,,,,,,15768552.005112462
,,,,,,41016131.897772335
,,,,,,12095419.63220728
,,,,,,169051.50379329122
,,,,,,7519402.011043829
,,,,,,40963877.909168966
,,,,,,4218473.801132498
,,,,,,15964051.559767
,,,,,,1862394.6165725896
,,,,,,1149417.5412365654
,,,,,,36432032.75254454
,,,,,,27158217.51089688
,,,,,,8410448.396971695
,,,,,,2394790.7094785324
,,,,,,19806536.8399318
,,,,,,44121770.80130757
,,,,,,20298337.128126048
,,,,,,32176443.059083592
,,,,,,46002631.40381988
,,,,,,28455225.29759422
,,,,,,10019740.223015605
,,,,,,21586383.783033986
,,,,,,15022629.002824444
,,,,,,1406027.3149662567
,,,,,,34630563.52015973
,,,,,,18310007.40590108
,,,,,,5779780.82182223
,,,,,,1040806.36917715
,,,,,,27421629.5847463
,,,,,,39758503.75123948
,,,,,,20670869.229175825
,,,,,,10198807.156430377
,,,,,,46728829.94800979
,,,,,,40009749.97343761
,,,,,,11640792.314917644
,,,,,,8609285.585600145
,,,,,,49130580.57517736
,,,,,,16035119.59845202
,,,,,,25250740.142730918
,,,,,,199628.92144524428
,,,,,,5839632.655309648
,,,,,,46755816.1877524
,,,,,,7121775.127815787
,,,,,,14523511.039675016
,,,,,,44222900.51101454
,,,,,,4179630.483798436
,,,,,,15088741.16415402
,,,,,,26493676.58099731
,,,,,,24403470.153431974
,,,,,,9575059.320996411
,,,,,,8367590.597101177
,,,,,,39948567.933908165
,,,,,,14164271.96109896
,,,,,,8231596.182302325
,,,,,,23791927.633481003
,,,,,,11560100.129826471
,,,,,,29673223.9701836
,,,,,,23246460.973496784
,,,,,,18568412.739665616
,,,,,,19724711.718064364
,,,,,,9593849.470123896
,,,,,,19022384.940306302
,,,,,,14190824.58529965
,,,,,,41549567.90969661
,,,,,,28397411.61435011
,,,,,,2608534.059451192
,,,,,,63387.24667790192
,,,,,,30819635.99463876
,,,,,,41577760.60317949
,,,,,,36226600.50927357
,,,,,,37405054.13664947
,,,,,,46858065.38182908
,,,,,,34870026.78807977
,,,,,,24852798.936934754
,,,,,,11803175.084470715
,,,,,,11348329.518786632
,,,,,,20795816.992126405
,,,,,,38067759.22109906
,,,,,,11650276.64028606
,,,,,,30137648.17155627
,,,,,,39118812.23251829
,,,,,,21887715.479114592
,,,,,,1043031.8596015632
,,,,,,23477959.22949086
,,,,,,18705327.561248425
,,,,,,25549153.8999917
,,,,,,23723721.3854888
,,,,,,11942479.518136468
,,,,,,29958166.797778044
,,,,,,10492589.398575488
,,,,,,21429238.153373327
,,,,,,15280534.47679706
,,,,,,44495248.93226926
,,,,,,21722661.43301425
,,,,,,10577891.997488333
,,,,,,28320777.08542278
,,,,,,36719080.22766079
,,,,,,43640355.04941864
,,,,,,10977771.153342515
,,,,,,1953824.6183773829
,,,,,,27881043.156802583
,,,,,,43269304.836722925
,,,,,,20460379.660192277
,,,,,,29885779.97898709
,,,,,,42505237.99015539
,,,,,,26102437.34882918
,,,,,,11911421.493819172
,,,,,,21068455.930769198
,,,,,,25407521.358024918
,,,,,,10557163.60001784
,,,,,,19751372.97251588
,,,,,,16407533.611856405
,,,,,,43633654.19604979
,,,,,,24159521.32190154
,,,,,,27271250.648161
,,,,,,19499303.69996281
,,,,,,30702836.006353684
,,,,,,24028718.15209718
,,,,,,18347261.98634948
,,,,,,35626167.23906179
,,,,,,21366329.90288456
,,,,,,45719222.27776769
,,,,,,46176931.19473968
,,,,,,27908508.16975325
,,,,,,34922106.89822704
,,,,,,44595084.70086296
,,,,,,4529788.426106001
,,,,,,12822559.66928566
,,,,,,9810953.54530748
,,,,,,12941965.02124962
,,,,,,20309375.37988971
,,,,,,44872572.31194235
,,,,,,31084060.0396379
,,,,,,38656318.124338046
,,,,,,24060747.89952525
,,,,,,3416462.339453225
,,,,,,21793347.86983893
,,,,,,6505721.667546635
,,,,,,3354998.838348264
,,,,,,8850423.576015543
,,,,,,42067099.83956219
,,,,,,28125668.107951485
,,,,,,3995605.581365518
,,,,,,9089551.09509534
,,,,,,24165321.204204995
,,,,,,19422170.68248039
,,,,,,38987430.50845218
,,,,,,44605173.0285459
,,,,,,41602101.17542672
,,,,,,17231641.64080811
,,,,,,9708632.779801449
,,,,,,8286779.700755328
,,,,,,35399138.065975875
,,,,,,7419191.366903726
,,,,,,17313534.47062597
,,,,,,35758488.852615274
,,,,,,39269984.87422584
,,,,,,26759677.62323318
,,,,,,38252605.22938642
,,,,,,20719790.41314413
,,,,,,13902129.120974798
,,,,,,30135240.52567161
,,,,,,6448180.977037562
,,,,,,1133990.9799883594
,,,,,,37626475.69878878
,,,,,,24953825.08964206
,,,,,,36577758.967269056
,,,,,,27525779.93898826
,,,,,,38536414.83586716
,,,,,,36880918.95166775
,,,,,,874525.7896798343
,,,,,,26668476.039553493
,,,,,,863489.6209245621
,,,,,,22199888.80580505
,,,,,,24808013.4362326
,,,,,,38368067.67638302
,,,,,,26937125.45282633
,,,,,,18916959.618872505
,,,,,,22614699.253233235
,,,,,,6106436.319296403
,,,,,,9472735.979292678
,,,,,,46559149.80538911
,,,,,,31582348.460614614
,,,,,,35542054.12520759
,,,,,,13185467.005600316
,,,,,,26867482.56574876
,,,,,,38698996.914688505
,,,,,,13464514.728009949
,,,,,,20055533.117697008
,,,,,,32416807.671545897
,,,,,,13419413.423590876
,,,,,,29263633.54556438
,,,,,,44921530.71572752
,,,,,,44696775.53341453
,,,,,,41696356.781230845
,,,,,,43199298.39773409
,,,,,,25303608.356887143
,,,,,,18659087.50241998
,,,,,,43420432.01902561
,,,,,,44000860.58651217
,,,,,,36573318.97504887
,,,,,,2730318.5805860423
,,,,,,624969.0406277163
,,,,,,4278839.384355322
,,,,,,42791494.59245645
,,,,,,43204845.072574206
,,,,,,26583739.062279325
,,,,,,12415512.76464046
,,,,,,2691238.7726218407
,,,,,,11564.179395710808
,,,,,,8370395.813482608
,,,,,,20610461.084150504
,,,,,,2617097.469309092
,,,,,,7705223.7390187
,,,,,,36871224.17672117
,,,,,,18430956.852100432
,,,,,,33636183.61644873
,,,,,,30581521.69610013
,,,,,,10606700.862432932
,,,,,,20263790.44091739
,,,,,,36839395.0180544
,,,,,,26732433.974344917
,,,,,,13703603.661353486
,,,,,,43576116.43920683
,,,,,,28894734.24136338
,,,,,,32319399.64491917
,,,,,,23841411.964052297
,,,,,,23254539.34279856
,,,,,,5770626.597549056
,,,,,,40188541.08259115
,,,,,,37557964.38476613
,,,,,,31373622.83981708
,,,,,,5595578.6910246005
,,,,,,30424830.621953093
,,,,,,16441324.330543008
,,,,,,7387742.335257573
,,,,,,29284104.90560272
,,,,,,14884087.195885658
,,,,,,11065704.386123529
,,,,,,12904149.937923882
,,,,,,4394997.700684731
,,,,,,28044844.08780389
,,,,,,11589251.05180526
,,,,,,17173931.384736333
,,,,,,27654543.07419996
,,,,,,29233845.2597801
,,,,,,11464795.561174694
,,,,,,40137994.63193932
,,,,,,22212530.788581703
,,,,,,14566196.477130892
,,,,,,28563619.173689827
,,,,,,41448328.41878307
,,,,,,19311092.0
,,,,,,42687734.87856133
,,,,,,9990122.537625669
,,,,,,18581014.484032072
,,,,,,31469851.85037071
,,,,,,12950299.487289708
,,,,,,5404129.05863218
,,,,,,5467268.353687275
,,,,,,32490206.57469733
,,,,,,30124962.62672821
,,,,,,40235767.48667357
,,,,,,16304551.30552058
,,,,,,21719147.452968597
,,,,,,23562245.590517275
,,,,,,29593477.94766028
,,,,,,4153389.5088891536
,,,,,,39376105.900589176
,,,,,,18447174.624879614
,,,,,,42451412.7456344
,,,,,,4115697.447592242
,,,,,,10494149.068460422
,,,,,,20236822.120435342
,,,,,,42136685.01354794
,,,,,,42076290.03929405
,,,,,,20814028.978954088
,,,,,,8158711.225092522
,,,,,,22946135.97503774
,,,,,,33669420.96934076
,,,,,,45422182.02495874
,,,,,,43379134.39379474
,,,,,,6403108.89391636
,,,,,,14131565.34567784
,,,,,,268064.60637768207
,,,,,,17528375.622785293
,,,,,,13448270.655903932
,,,,,,4347254.622921305
,,,,,,35868144.04514189
,,,,,,1509334.452571392
,,,,,,36697776.46870707
,,,,,,2577156.142429212
,,,,,,2603452.442797045
,,,,,,36353806.96263627
,,,,,,30151338.57152103
,,,,,,6338833.305514807
,,,,,,28031928.396306124
,,,,,,33053562.6596306
,,,,,,39419215.74850566
,,,,,,1523217.3795400718
,,,,,,24346860.041346397
,,,,,,12661755.720393669
,,,,,,15737678.149668574
,,,,,,17747441.722683545
,,,,,,30420291.08359345
,,,,,,12203606.186587038
,,,,,,18167449.70463053
,,,,,,3063177.9100446063
,,,,,,34654154.143905
,,,,,,14520088.848519746
,,,,,,5998250.846344805
,,,,,,42034165.4489391
,,,,,,9362039.356519464
,,,,,,34047652.80926521
,,,,,,20430454.98236482
,,,,,,38074857.44454557
,,,,,,35303791.63691983
,,,,,,28899716.25511109
,,,,,,23199863.959920183
,,,,,,18217569.18161424
,,,,,,13327244.242553506
,,,,,,11600633.565951947
,,,,,,7273899.208585761
,,,,,,43573769.69679213
,,,,,,21570379.55871533
,,,,,,23237494.19201215
,,,,,,33076625.88524307
,,,,,,27578360.26223637
,,,,,,18206584.356787365
,,,,,,30056538.946293075
,,,,,,11504221.86336196
,,,,,,31780687.02450876
,,,,,,14268703.906433266
,,,,,,10101008.819753056
,,,,,,41669889.897982776
,,,,,,18043146.685937524
,,,,,,2267595.929945444
,,,,,,13246728.923568234
,,,,,,11288461.185924836
,,,,,,43177313.72097346
,,,,,,25050771.81861039
,,,,,,14055219.885028869
,,,,,,-268211.4558924467
,,,,,,4618932.254584929
,,,,,,32429810.77584222
,,,,,,7839191.969899924
,,,,,,2307335.2694506994
,,,,,,46811254.973123066
,,,,,,16307410.135835713
,,,,,,33050405.58212609
,,,,,,34471009.84451223
,,,,,,28008908.50227021
,,,,,,15612107.838043189
,,,,,,8262097.458099002
,,,,,,40010676.01609014
,,,,,,38881308.56709536
,,,,,,25423021.81939741
,,,,,,24838978.89207725
,,,,,,9493658.530570976
,,,,,,40306319.716727264
,,,,,,15328575.371418333
,,,,,,9898665.810507229
,,,,,,25995869.21540667
,,,,,,36377376.58314609
,,,,,,8243704.472806832
,,,,,,42973473.27440405
,,,,,,19799443.062520944
,,,,,,2456862.383113733
,,,,,,9612803.522187583
,,,,,,20748615.08408629
,,,,,,3968066.86559133
,,,,,,15541706.71527315
,,,,,,32561302.747015376
,,,,,,46514126.80259287
,,,,,,33381547.94428605
,,,,,,2926959.4487994784
,,,,,,36184562.32071216
,,,,,,4256147.108271759
,,,,,,18368835.06328832
,,,,,,9312159.48838058
,,,,,,9425864.482735328
,,,,,,4859215.9652631
,,,,,,6281655.059630858
,,,,,,10995317.35642831
,,,,,,9570390.223863482
,,,,,,32951079.239371546
,,,,,,41005112.55462815
,,,,,,1944882.7253457468
,,,,,,24102273.569843084
,,,,,,1877421.790069112
,,,,,,24821088.843964837
,,,,,,5099650.421589121
,,,,,,30079719.02556684
,,,,,,7163782.457229959
,,,,,,32772128.41111473
,,,,,,32699047.526356943
,,,,,,30631285.37195824
,,,,,,18988644.402858656
,,,,,,34319691.04761329
,,,,,,7214042.801239744
,,,,,,14861654.7392552
,,,,,,9301034.856014816
,,,,,,23035954.614138
,,,,,,19806635.38132684
,,,,,,1356189.940862315
,,,,,,9012066.852482423
,,,,,,28672201.25322661
,,,,,,22110541.823400345
,,,,,,36683555.63645898
,,,,,,45456406.07316961
,,,,,,42942030.62201851
,,,,,,43375998.30825714
,,,,,,8475495.040670475
,,,,,,16896864.839236073
,,,,,,1032112.3130979012
,,,,,,27000146.941075902
,,,,,,11179517.498793216
,,,,,,17445631.125512917
,,,,,,31348120.58728164
,,,,,,27323267.199327964
,,,,,,26365012.288206454
,,,,,,31518138.340575896
,,,,,,39384131.43694692
,,,,,,42055450.163120665
,,,,,,42637191.61713448
,,,,,,18200641.09934176
,,,,,,19829689.81622613
,,,,,,19726898.50442285
,,,,,,13616412.09252956
,,,,,,14545497.700759633
,,,,,,458615.9482877745
,,,,,,3017988.554155785
,,,,,,12819665.191010296
,,,,,,38314864.25360482
,,,,,,2511924.4066198524
,,,,,,28011151.60195521
,,,,,,38303239.64645314
,,,,,,36888732.76653821
,,,,,,40261102.012964085
,,,,,,7766817.515915427
,,,,,,14106322.853176825
,,,,,,23380268.92607845
,,,,,,23188645.574597698
,,,,,,6785973.913982475
,,,,,,30371080.20835242
,,,,,,592644.2158231915
,,,,,,39548337.75854121
,,,,,,41411313.23971397
,,,,,,44528939.870406784
,,,,,,12368429.208788604
,,,,,,47132412.2828646
,,,,,,41289289.94458292
,,,,,,28404484.116455592
,,,,,,35964380.078014776
,,,,,,43372575.495190375
,,,,,,37323307.67184578
,,,,,,5536148.042882549
,,,,,,3277631.5897183847
,,,,,,9379088.901627284
,,,,,,20170486.53719696
,,,,,,30376028.04675808
,,,,,,43911381.559172526
,,,,,,11054739.785376048
,,,,,,43559649.183272325
,,,,,,30065867.58108661
,,,,,,6750585.460485491
,,,,,,37618231.276849456
,,,,,,45031838.4443406
,,,,,,935414.3664041088
,,,,,,42789984.96234398
,,,,,,25735387.651266877
,,,,,,28091134.68359264
,,,,,,2547513.771194304
,,,,,,9154519.615110414
,,,,,,17109498.13648753
,,,,,,13738887.7083712
,,,,,,10987415.901871838
,,,,,,17148747.12793538
,,,,,,43261818.453684285
,,,,,,17794518.031417377
,,,,,,46476823.77136576
,,,,,,36367419.43948136
,,,,,,25462128.533398785
,,,,,,9147434.884904176
,,,,,,14714537.622293022
,,,,,,33648648.88952397
,,,,,,34220770.95968858
,,,,,,34863438.84577783
,,,,,,43796453.15274535
,,,,,,22874274.90231388
,,,,,,12466675.619901748
,,,,,,18282959.874194216
,,,,,,10178879.728415169
,,,,,,9326369.373847986
,,,,,,24399404.95889573
,,,,,,34682208.73610074
,,,,,,17616202.897132386
,,,,,,17922498.59708759
,,,,,,6309280.606237622
,,,,,,31123095.1800675
,,,,,,23193432.817473773
,,,,,,45868255.50110671
,,,,,,18054219.0082218
,,,,,,15172987.747102575
,,,,,,12337394.638444442
,,,,,,4154354.528848645
,,,,,,28121107.86580766
,,,,,,6838024.387194262
,,,,,,31578780.7696107
,,,,,,8270904.808431376
,,,,,,38032765.82752838
,,,,,,25882017.851291846
,,,,,,4634949.108710919
,,,,,,30454163.58602824
,,,,,,1357586.8976879492
